,Tg1(°C),Tg2(°C),Tg3(°C)
323,109.36156817168951,159.19332385390513,155.47009991576863
324,108.08025188118467,156.36599955971514,153.87444984457164
329,58.13217776039425,77.44920436945435,82.08413027781275
330,54.92020424926723,69.27364313782883,77.85505358347616
331,54.72778062775032,68.40360600933295,76.49233347893835
332,55.86159288297952,68.40638539450126,78.07864928601674
333,55.81494649087507,69.26997095814804,78.76753079284998
334,56.0875159055873,69.2109027524915,78.9297098191436
335,55.96136303939582,68.7167770941503,78.29838660972959
336,52.65124362549959,58.363756253774085,90.3855771264081
337,43.72282013948919,63.04659656439391,62.32395365238321
338,53.003783902141485,69.99856240303606,67.26196409360989
339,53.81746076462863,70.7904850465724,68.53560380916946
340,72.34188007131569,106.88768443441961,104.74712478708068
341,128.09073117958837,164.85544455031706,163.8347725140846
342,143.7672438977652,195.92981778672925,174.23141489622213
343,134.17175998198306,187.51921533427037,160.82116560756657
344,135.62439913995684,192.0301411535546,162.25887791214092
345,137.66144626982808,195.0527962255935,164.75675721399296
346,139.23861095084632,197.53336754193492,165.9737413023849
347,137.78151686854997,189.74272740499282,164.58923772860587
348,142.17327484046575,194.62791637526632,170.6810941186318
349,141.01345421934715,195.58130387642348,164.03283092608092
350,135.61022681793258,182.8898041865083,157.2622295952618
351,107.83063396906242,163.014205470021,146.356773544626
352,126.75634249022585,176.7197167753942,154.40198553149096
353,126.11098042357239,175.52907654598718,155.25248598826045
354,76.88795550328393,145.7646909600315,113.38429940918073
357,70.73644707915946,116.88867390108,113.37504509829938
358,71.45604796076503,121.80952575581989,113.02500579218034
359,73.86987392440537,125.93303160009529,114.23050029001527
360,74.91426905524722,125.97066846891197,115.12529127187517
361,74.67856492306103,129.43239602710233,114.86334623157461
362,73.2456827722984,126.0062698671214,113.67209400373024
366,59.23411648461669,108.70919621326236,103.60962712271086
368,120.938223391581,161.44085964408845,153.4927217459735
369,118.4519265627334,159.38672585382088,152.53337282599557
370,118.44474113219485,159.0435453439165,153.1587085678943
371,143.65755921971544,195.5824816533967,172.431860486704
372,145.0852153951834,198.2615492409608,173.80018348823643
373,145.36928535593938,198.7910396526212,173.92796425795962
391,64.1577562355341,100.84874590008285,93.41648622291295
392,63.67874073070722,101.04812640408413,92.6583599149422
393,63.603489727138864,101.42052076936044,92.88803725010278
394,63.62926708759748,101.73723179959366,91.95957732737482
395,,,
396,,,
397,120.34933002812993,169.85893947844772,152.30441654108077
398,63.391220342671915,102.5882477244108,92.48702687563917
399,63.244822891211655,101.85457525265063,90.97465341351248
400,63.23892083250183,101.80448255363333,90.75140951833548
401,,,
402,132.46328441209062,177.178296382783,164.00789813330675
403,127.61196451753072,170.85893866528056,164.28295604047793
